,Term,Stem,wTFref,SType,Pow-Score,Pow-TF,Pow-wTF,Uni-Score,Uni-TF,Uni-wTF
14050,opposites,opposit,0.00013596818986726507,stem,,,,-1.6545443981248917,10.0,2.5994281258123212e-05
14051,oppositional,opposit,0.00013596818986726507,stem,,,,-2.8585172024508276,3.0,7.798284377436964e-06
14052,optics,optic,4.06833953933549e-05,stem,1.008123893876268,3.0,0.00011149100639215103,,,
14053,optimization,optim,3.4259701383877815e-05,stem,,,,-1.4800660187919628,3.0,7.798284377436964e-06
14054,optimizing,optim,3.4259701383877815e-05,stem,,,,-1.4800660187919628,3.0,7.798284377436964e-06
14055,options,option,9.635541014215635e-06,stem,2.7361675487182153,4.0,0.0001486546751895347,1.1747396677914348,12.0,3.1193137509747856e-05
14056,ordain,ordain,8.564925345969454e-06,stem,,,,-0.09377165767207221,3.0,7.798284377436964e-06
14057,ordination,ordin,1.284738801895418e-05,stem,,,,0.9671003030131904,13.0,3.379256563556018e-05
14058,organizer,organ,6.245258064769394e-05,stem,,,,-0.7812208171173799,11.0,2.8593709383935534e-05
14059,organizes,organ,6.245258064769394e-05,stem,,,,-1.7928217287958599,4.0,1.0397712503249286e-05
14060,orientalism,orient,2.1412313364923634e-05,stem,,,,0.5303826514009216,14.0,3.63919937613725e-05
14061,orientations,orient,2.1412313364923634e-05,stem,1.6499777800486628,3.0,0.00011149100639215103,-0.316915208986282,6.0,1.5596568754873928e-05
14062,originates,origin,4.996206451815514e-05,stem,,,,-0.31691520898628184,14.0,3.63919937613725e-05
14063,origination,origin,4.996206451815514e-05,stem,,,,-1.857360249933431,3.0,7.798284377436964e-06
14064,oscillations,oscil,6.42369400947709e-06,stem,,,,0.19391041477970872,3.0,7.798284377436964e-06
14065,oscillator,oscil,6.42369400947709e-06,stem,,,,0.19391041477970872,3.0,7.798284377436964e-06
14066,otters,otter,1.0706156682461817e-05,stem,,,,0.6639140440254443,8.0,2.079542500649857e-05
14067,outbreak,outbreak,6.42369400947709e-06,stem,,,,1.7343554557268577,14.0,3.63919937613725e-05
14068,outlawing,outlaw,8.564925345969454e-06,stem,,,,-0.09377165767207221,3.0,7.798284377436964e-06
14069,outlining,outlin,1.7129850691938907e-05,stem,2.1608034038146533,4.0,0.0001486546751895347,0.06037902215518599,7.0,1.819599688068625e-05
14070,outrageous,outrag,9.992412903631029e-06,stem,,,,0.039759734952450505,4.0,1.0397712503249286e-05
14071,overlaps,overlap,7.137437788307878e-06,stem,,,,0.08854989912188234,3.0,7.798284377436964e-06
14072,override,overrid,6.42369400947709e-06,stem,3.9525628730427083,9.0,0.0003344730191764531,0.19391041477970872,3.0,7.798284377436964e-06
14073,overrides,overrid,6.42369400947709e-06,stem,2.8539505843745987,3.0,0.00011149100639215103,,,
14074,overthrowing,overthrow,1.0706156682461817e-05,stem,,,,-0.029233136534500992,4.0,1.0397712503249286e-05
14075,owens,owen,5.353078341230908e-05,stem,,,,-1.9263531214203824,3.0,7.798284377436964e-06
14076,paganism,pagan,8.564925345969454e-06,stem,,,,1.2925227034478184,12.0,3.1193137509747856e-05
14077,pagans,pagan,8.564925345969454e-06,stem,,,,0.5993755228878731,6.0,1.5596568754873928e-05
14078,paine,pain,7.601371244547889e-05,stem,,,,-0.6675720805994513,15.0,3.899142188718482e-05
14079,paradigms,paradigm,1.284738801895418e-05,stem,,,,0.34806109460696694,7.0,1.819599688068625e-05
14080,parallels,parallel,3.354595760504703e-05,stem,,,,-0.4781833565824043,8.0,2.079542500649857e-05
14081,parasitism,parasit,8.564925345969454e-06,stem,,,,0.19391041477970872,4.0,1.0397712503249286e-05
14082,parental,parent,0.00011348526083409526,stem,,,,-2.6777692101043034,3.0,7.798284377436964e-06
14083,parenting,parent,0.00011348526083409526,stem,,,,-1.3784862259740427,11.0,2.8593709383935534e-05
14084,parliaments,parliament,3.4259701383877815e-05,stem,,,,-0.9692403950259723,5.0,1.2997140629061606e-05
14085,participative,particip,3.3342030811095375e-05,stem,,,,-1.165232957274231,4.0,1.0397712503249286e-05
14086,particularism,particular,0.00019699328295729742,stem,,,,-3.229265873601222,3.0,7.798284377436964e-06
14087,partnered,partner,5.138955207581672e-05,stem,,,,-1.8855311269001271,3.0,7.798284377436964e-06
14088,partnerships,partnership,3.854216405686254e-05,stem,,,,1.0412082751669123,42.0,0.00010917598128411749
14089,passivity,passiv,2.3553544701415998e-05,stem,,,,-0.5945469455845616,5.0,1.2997140629061606e-05
14090,passports,passport,1.284738801895418e-05,stem,,,,-0.2115546933284556,4.0,1.0397712503249286e-05
14091,pathway,pathway,6.42369400947709e-06,stem,,,,0.887057595339654,6.0,1.5596568754873928e-05
14092,peacefulness,peac,0.0001634473253522504,stem,,,,-1.433149099004211,15.0,3.899142188718482e-05
14093,pecking,peck,1.0706156682461817e-05,stem,2.630807033060389,4.0,0.0001486546751895347,,,
14094,penal,penal,6.42369400947709e-06,stem,,,,0.887057595339654,6.0,1.5596568754873928e-05
14095,percept,percept,2.92634949320623e-05,stem,,,,-1.3224370745883798,3.0,7.798284377436964e-06
14096,perenni,perenni,1.284738801895418e-05,stem,,,,0.34806109460696694,7.0,1.819599688068625e-05
14097,perennialism,perenni,1.284738801895418e-05,stem,,,,1.3465899247180941,19.0,4.93891343904341e-05
14098,perennis,perenni,1.284738801895418e-05,stem,,,,0.8000462183500242,11.0,2.8593709383935534e-05
14099,permanence,perman,5.674263041704763e-05,stem,,,,-1.6969399570925772,4.0,1.0397712503249286e-05
14100,perpetrators,perpetr,6.42369400947709e-06,stem,2.8539505843745987,3.0,0.00011149100639215103,,,
14101,perpetuates,perpetu,1.0706156682461817e-05,stem,,,,-0.316915208986282,3.0,7.798284377436964e-06
14102,personified,personifi,6.42369400947709e-06,stem,,,,0.4815924872314897,4.0,1.0397712503249286e-05
14103,pests,pest,8.564925345969454e-06,stem,,,,1.1102011466538637,10.0,2.5994281258123212e-05
14104,phillip,phillip,2.3553544701415998e-05,stem,,,,-0.41222538879060694,6.0,1.5596568754873928e-05
14105,philosophes,philosoph,3.318908571563163e-05,stem,,,,-0.349705031809273,9.0,2.339485313231089e-05
14106,philosophically,philosoph,3.318908571563163e-05,stem,,,,-0.349705031809273,9.0,2.339485313231089e-05
14107,philosophie,philosophi,0.00018414589493834325,stem,,,,-2.8741425203539084,4.0,1.0397712503249286e-05
14108,philosophies,philosophi,0.00018414589493834325,stem,,,,-0.7340763568576376,34.0,8.838055627761893e-05
14109,physiology,physiolog,4.7107089402831995e-05,stem,,,,0.3609644994428749,26.0,6.758513127112035e-05
14110,picketing,picket,1.927108202843127e-05,stem,,,,-0.21155469332845575,6.0,1.5596568754873928e-05
14111,pickets,picket,1.927108202843127e-05,stem,,,,-0.61701980143662,4.0,1.0397712503249286e-05
14112,pillar,pillar,1.0706156682461817e-05,stem,,,,0.5303826514009216,7.0,1.819599688068625e-05
14113,pipelines,pipelin,1.284738801895418e-05,stem,2.8539505843745987,6.0,0.00022298201278430206,,,
14114,plagues,plagu,1.1776772350707999e-05,stem,,,,-0.41222538879060694,3.0,7.798284377436964e-06
14115,plantings,plant,0.00010706156682461818,stem,,,,-2.619500301980328,3.0,7.798284377436964e-06
14116,plaque,plaqu,8.564925345969454e-06,stem,,,,-0.09377165767207221,3.0,7.798284377436964e-06
14117,platformism,platform,8.243740645495599e-05,stem,,,,-2.35813553784592,3.0,7.798284377436964e-06
14118,plausibility,plausibl,8.564925345969454e-06,stem,,,,1.1102011466538637,10.0,2.5994281258123212e-05
14119,playwrights,playwright,6.42369400947709e-06,stem,,,,0.4815924872314897,4.0,1.0397712503249286e-05
14120,polled,poll,1.570236313427733e-05,stem,2.470958332118493,5.0,0.00018581834398691838,,,
14121,pollutants,pollut,1.284738801895418e-05,stem,,,,1.8986585070181339,33.0,8.57811281518066e-05
14122,pollute,pollut,1.284738801895418e-05,stem,,,,-0.49923676578023657,3.0,7.798284377436964e-06
14123,polluted,pollut,1.284738801895418e-05,stem,,,,1.0412082751669123,14.0,3.63919937613725e-05
14124,polluter,pollut,1.284738801895418e-05,stem,,,,0.19391041477970872,6.0,1.5596568754873928e-05
14125,polluters,pollut,1.284738801895418e-05,stem,,,,-0.49923676578023657,3.0,7.798284377436964e-06
14126,polluting,pollut,1.284738801895418e-05,stem,,,,1.2353642896078698,17.0,4.4190278138809465e-05
14127,populism,popul,8.61845612938176e-05,stem,,,,-1.891761676650763,5.0,1.2997140629061606e-05
14128,popularization,popular,0.0001231208018483109,stem,,,,-1.77843299134376,8.0,2.079542500649857e-05
14129,popularize,popular,0.0001231208018483109,stem,,,,-2.066115063795541,6.0,1.5596568754873928e-05
14130,popularized,popular,0.0001231208018483109,stem,,,,-0.7223803170944464,23.0,5.978684689368339e-05
14131,portraying,portray,1.284738801895418e-05,stem,,,,0.011588857985753947,5.0,1.2997140629061606e-05
14132,poses,pose,1.4988619355446546e-05,stem,,,,0.44522484306061455,9.0,2.339485313231089e-05
14133,posit,posit,0.00020234636129852832,stem,,,,-2.968395058600098,4.0,1.0397712503249286e-05
14134,posited,posit,0.00020234636129852832,stem,,,,-2.157464842383769,9.0,2.339485313231089e-05
14135,posits,posit,0.00020234636129852832,stem,,,,-2.562929950491933,6.0,1.5596568754873928e-05
14136,postulates,postul,1.0706156682461817e-05,stem,,,,0.3762319715736633,6.0,1.5596568754873928e-05
14137,postures,postur,2.7836007374400724e-05,stem,,,,-1.2724266540137184,3.0,7.798284377436964e-06
14138,powered,power,0.00025801837604732977,stem,0.4601961042422596,11.0,0.00040880035677122044,-3.2114449770311104,4.0,1.0397712503249286e-05
14139,powerlessness,powerless,6.42369400947709e-06,stem,,,,0.19391041477970872,3.0,7.798284377436964e-06
14140,practitioner,practition,1.284738801895418e-05,stem,,,,1.0412082751669123,14.0,3.63919937613725e-05
14141,pragmatics,pragmat,8.564925345969454e-06,stem,,,,0.19391041477970872,4.0,1.0397712503249286e-05
14142,pragmatism,pragmat,8.564925345969454e-06,stem,,,,2.0657125916813,26.0,6.758513127112035e-05
14143,precept,precept,6.42369400947709e-06,stem,,,,1.3978832191056445,10.0,2.5994281258123212e-05
14144,precipitation,precipit,1.927108202843127e-05,stem,,,,-0.39387625012241045,5.0,1.2997140629061606e-05
14145,preferring,prefer,2.8753677947183164e-05,stem,,,,-0.20624964109876254,9.0,2.339485313231089e-05
14146,prescribes,prescrib,2.034169769667745e-05,stem,,,,-0.44794347139268614,5.0,1.2997140629061606e-05
14147,presided,presid,0.00022322336682932886,stem,,,,-3.3542691572310925,3.0,7.798284377436964e-06
14148,priming,prime,9.635541014215634e-05,stem,,,,-2.5141397863225015,3.0,7.798284377436964e-06
14149,principled,principl,0.0001927108202843127,stem,,,,-2.5141397863225015,6.0,1.5596568754873928e-05
14150,privatization,privat,0.00021840559632222106,stem,,,,-2.821624486070462,5.0,1.2997140629061606e-05
14151,privileging,privileg,2.7122263595569934e-05,stem,,,,-1.2464511676104575,3.0,7.798284377436964e-06
14152,prods,prod,6.42369400947709e-06,stem,3.364776208140589,5.0,0.00018581834398691838,,,
14153,profaned,profan,8.564925345969454e-06,stem,,,,0.19391041477970872,4.0,1.0397712503249286e-05
14154,professionalism,profession,8.564925345969452e-05,stem,,,,-2.108674678214337,4.0,1.0397712503249286e-05
14155,programme,programm,6.42369400947709e-06,stem,,,,3.64917501771214,95.0,0.00024694567195217054
14156,programmes,programm,6.42369400947709e-06,stem,,,,2.62165865072776,34.0,8.838055627761893e-05
14157,progression,progress,5.888386175353999e-05,stem,,,,-1.1743654408375035,7.0,1.819599688068625e-05
14158,progressives,progress,5.888386175353999e-05,stem,,,,-0.4812182602775583,14.0,3.63919937613725e-05
14159,prohibit,prohibit,1.7843594470769697e-05,stem,,,,0.15308842025945338,8.0,2.079542500649857e-05
14160,prohibitions,prohibit,1.7843594470769697e-05,stem,,,,-0.1345936521923275,6.0,1.5596568754873928e-05
14161,prohibits,prohibit,1.7843594470769697e-05,stem,,,,0.471542151377988,11.0,2.8593709383935534e-05
14162,promoter,promot,2.9671348519965604e-05,stem,,,,-1.04859605354847,4.0,1.0397712503249286e-05
14163,promotions,promot,2.9671348519965604e-05,stem,,,,-1.04859605354847,4.0,1.0397712503249286e-05
14164,prompting,prompt,1.927108202843127e-05,stem,,,,-0.61701980143662,4.0,1.0397712503249286e-05
14165,proofs,proof,8.564925345969454e-05,stem,,,,-2.396356750666118,3.0,7.798284377436964e-06
14166,propagate,propag,1.7129850691938907e-05,stem,,,,-0.7869188382320175,3.0,7.798284377436964e-06
14167,propagated,propag,1.7129850691938907e-05,stem,,,,0.4170539660939183,10.0,2.5994281258123212e-05
14168,propagating,propag,1.7129850691938907e-05,stem,,,,-0.7869188382320175,3.0,7.798284377436964e-06
14169,propelled,propel,8.564925345969454e-06,stem,,,,-0.09377165767207221,3.0,7.798284377436964e-06
14170,prophecies,propheci,1.0706156682461817e-05,stem,,,,-0.316915208986282,3.0,7.798284377436964e-06
14171,prophetic,prophet,8.564925345969454e-06,stem,,,,0.19391041477970872,4.0,1.0397712503249286e-05
14172,proponent,propon,1.284738801895418e-05,stem,,,,0.9671003030131904,13.0,3.379256563556018e-05
14173,propositional,proposit,3.4259701383877815e-05,stem,,,,-0.49923676578023657,8.0,2.079542500649857e-05
14174,propositions,proposit,3.4259701383877815e-05,stem,,,,-0.49923676578023657,8.0,2.079542500649857e-05
14175,protections,protect,5.495827096997066e-05,stem,,,,-0.34323251730365534,15.0,3.899142188718482e-05
14176,protester,protest,3.731860329315262e-05,stem,,,,-0.8724410116701797,6.0,1.5596568754873928e-05
14177,protesters,protest,3.731860329315262e-05,stem,,,,0.801535421901492,32.0,8.318170002599429e-05
14178,protocols,protocol,6.42369400947709e-06,stem,,,,1.0412082751669123,7.0,1.819599688068625e-05
14179,proverbs,proverb,1.0706156682461817e-05,stem,,,,1.719966718274758,23.0,5.978684689368339e-05
14180,provider,provid,0.00024324387982553245,stem,,,,-2.747013622279287,6.0,1.5596568754873928e-05
14181,providers,provid,0.00024324387982553245,stem,,,,-1.830722890405132,15.0,3.899142188718482e-05
14182,provisioning,provis,9.207294746917162e-05,stem,,,,-1.0823830511258534,12.0,3.1193137509747856e-05
14183,provoking,provok,9.992412903631029e-06,stem,,,,0.039759734952450505,4.0,1.0397712503249286e-05
14184,psalms,psalm,8.564925345969454e-06,stem,,,,1.2055113264581885,11.0,2.8593709383935534e-05
14185,psych,psych,1.4988619355446544e-05,stem,,,,-0.36570537315571405,4.0,1.0397712503249286e-05
14186,psychopath,psychopath,6.42369400947709e-06,stem,,,,0.19391041477970872,3.0,7.798284377436964e-06
14187,pulping,pulp,1.0706156682461817e-05,stem,2.343124960608608,3.0,0.00011149100639215103,,,
14188,pulpits,pulpit,8.564925345969454e-06,stem,,,,-0.09377165767207221,3.0,7.798284377436964e-06
14189,punched,punch,1.0706156682461817e-05,stem,2.8539505843745987,5.0,0.00018581834398691838,,,
14190,punishes,punish,2.212605714375442e-05,stem,,,,-1.042852212369218,3.0,7.798284377436964e-06
14191,punishing,punish,2.212605714375442e-05,stem,,,,-1.042852212369218,3.0,7.798284377436964e-06
14192,punishments,punish,2.212605714375442e-05,stem,,,,0.25643077176104273,11.0,2.8593709383935534e-05
14193,purge,purg,6.42369400947709e-06,stem,,,,0.4815924872314897,4.0,1.0397712503249286e-05
14194,purged,purg,6.42369400947709e-06,stem,,,,0.19391041477970872,3.0,7.798284377436964e-06
14195,puritanism,puritan,8.564925345969454e-06,stem,,,,0.5993755228878731,6.0,1.5596568754873928e-05
14196,purposefully,purpos,0.00010706156682461818,stem,,,,-2.331818229528547,4.0,1.0397712503249286e-05
14197,quakerism,quaker,1.0706156682461817e-05,stem,,,,1.9856698840077638,30.0,7.798284377436964e-05
14198,quarries,quarri,1.4988619355446544e-05,stem,,,,-0.6533874456074951,3.0,7.798284377436964e-06
14199,quarterbacks,quarterback,1.0706156682461817e-05,stem,,,,-0.316915208986282,3.0,7.798284377436964e-06
14200,rabbis,rabbi,2.7836007374400724e-05,stem,,,,-1.2724266540137184,3.0,7.798284377436964e-06
14201,racially,racial,5.353078341230908e-05,stem,,,,-1.6386710489686014,4.0,1.0397712503249286e-05
14202,railways,railway,2.569477603790836e-05,stem,,,,-0.904701873888401,4.0,1.0397712503249286e-05
14203,rallied,ralli,1.3918003687200362e-05,stem,,,,-0.5792794734537731,3.0,7.798284377436964e-06
14204,ram,ram,6.42369400947709e-06,stem,,,,2.09103039966559,20.0,5.1988562516246424e-05
14205,rankings,rank,2.8371315208523816e-05,stem,,,,-0.087502044658477,10.0,2.5994281258123212e-05
14206,ratify,ratifi,8.564925345969454e-06,stem,,,,-0.09377165767207221,3.0,7.798284377436964e-06
14207,rationality,ration,1.525627327250809e-05,stem,,,,1.5261375546293234,27.0,7.018455939693267e-05
14208,rationalization,ration,1.525627327250809e-05,stem,,,,-0.6710870227068958,3.0,7.798284377436964e-06
14209,rationalized,ration,1.525627327250809e-05,stem,1.9889531468879942,3.0,0.00011149100639215103,,,
14210,rawls,rawl,8.564925345969454e-06,stem,,,,2.0657125916813,26.0,6.758513127112035e-05
14211,reacts,react,2.212605714375442e-05,stem,,,,-1.042852212369218,3.0,7.798284377436964e-06
14212,reactivism,reactiv,4.06833953933549e-05,stem,,,,-1.364234203266841,4.0,1.0397712503249286e-05
14213,realist,realist,4.496585806633963e-05,stem,,,,-0.7711704812638782,8.0,2.079542500649857e-05
14214,realists,realist,4.496585806633963e-05,stem,,,,-1.4643176618238236,4.0,1.0397712503249286e-05
14215,realms,realm,4.06833953933549e-05,stem,,,,-0.5533039870505124,9.0,2.339485313231089e-05
14216,rearing,rear,6.530755576301709e-05,stem,,,,-2.125203980165548,3.0,7.798284377436964e-06
14217,rebellions,rebellion,2.7836007374400724e-05,stem,,,,-1.2724266540137184,3.0,7.798284377436964e-06
14218,reciprocally,reciproc,1.7129850691938907e-05,stem,,,,-0.49923676578023657,4.0,1.0397712503249286e-05
14219,reciprocity,reciproc,1.7129850691938907e-05,stem,,,,0.4170539660939183,10.0,2.5994281258123212e-05
14220,recite,recit,9.992412903631029e-06,stem,,,,-0.2479223374993305,3.0,7.798284377436964e-06
14221,recommends,recommend,5.3530783412309075e-05,stem,,,,-1.4155274976543917,5.0,1.2997140629061606e-05
14222,reconciles,reconcil,7.494309677723272e-06,stem,,,,0.32744180740423123,4.0,1.0397712503249286e-05
14223,reconciling,reconcil,7.494309677723272e-06,stem,,,,0.550585358718441,5.0,1.2997140629061606e-05
14224,recurrence,recurr,8.564925345969454e-06,stem,,,,-0.09377165767207221,3.0,7.798284377436964e-06
14225,redness,red,0.00021519374931748252,stem,,,,-2.8068094002853217,5.0,1.2997140629061606e-05
14226,reducible,reduc,9.582010230803326e-05,stem,,,,-2.508568741273046,3.0,7.798284377436964e-06
14227,reefs,reef,2.3553544701415998e-05,stem,,,,-0.41222538879060694,6.0,1.5596568754873928e-05
14228,referent,refer,6.816253087834022e-05,stem,1.958385983017561,13.0,0.0004831276943659878,-1.8803091829189753,4.0,1.0397712503249286e-05
14229,referents,refer,6.816253087834022e-05,stem,,,,-2.1679912553707563,3.0,7.798284377436964e-06
14230,refining,refin,1.0170848848338725e-05,stem,3.087565435556104,6.0,0.00022298201278430206,,,
14231,reflexive,reflex,1.0706156682461817e-05,stem,,,,0.19391041477970852,5.0,1.2997140629061606e-05
14232,reformations,reform,2.3553544701415994e-05,stem,,,,-1.105372569350552,3.0,7.798284377436964e-06
14233,reformers,reform,2.3553544701415994e-05,stem,,,,0.8405375797047612,21.0,5.4587990642058745e-05
