,Term,Stem,wTFref,SType,Pow-Score,Pow-TF,Pow-wTF,Uni-Score,Uni-TF,Uni-wTF
399,berkman,berkman,,noref,,3.0,0.00011149100639215103,,4.0,1.0397712503249286e-05
400,bernie,berni,,noref,,,,,5.0,1.2997140629061606e-05
401,bernice,bernic,,noref,,,,,4.0,1.0397712503249286e-05
402,bernstein,bernstein,,noref,,,,,8.0,2.079542500649857e-05
403,bertrand,bertrand,,noref,,,,,17.0,4.4190278138809465e-05
404,bessemer,bessem,,noref,,7.0,0.00026014568158168577,,,
405,beta,beta,,noref,,,,,6.0,1.5596568754873928e-05
406,bethlehem,bethlehem,,noref,,,,,3.0,7.798284377436964e-06
407,betweenness,between,,noref,,,,,3.0,7.798284377436964e-06
408,beveridge,beveridg,,noref,,,,,4.0,1.0397712503249286e-05
409,bhagavad,bhagavad,,noref,,,,,7.0,1.819599688068625e-05
410,bhakti,bhakti,,noref,,,,,3.0,7.798284377436964e-06
411,bharatiya,bharatiya,,noref,,,,,4.0,1.0397712503249286e-05
412,bhatta,bhatta,,noref,,,,,3.0,7.798284377436964e-06
413,bhedabheda,bhedabheda,,noref,,,,,6.0,1.5596568754873928e-05
414,bhme,bhme,,noref,,,,,8.0,2.079542500649857e-05
415,bhopal,bhopal,,noref,,,,,15.0,3.899142188718482e-05
416,bhutan,bhutan,,noref,2.1774578316185806,31.0,0.001152073732718894,,3.0,7.798284377436964e-06
417,bhutanese,bhutanes,,noref,,5.0,0.00018581834398691838,,,
418,biased,bias,,noref,,,,,8.0,2.079542500649857e-05
419,biases,bias,,noref,,,,,37.0,9.617884065505589e-05
420,bibliography,bibliographi,,noref,,,,,20.0,5.1988562516246424e-05
421,bibliothque,bibliothqu,,noref,,,,,3.0,7.798284377436964e-06
422,biehl,biehl,,noref,,,,,3.0,7.798284377436964e-06
423,biennio,biennio,,noref,,,,,7.0,1.819599688068625e-05
424,bigelow,bigelow,,noref,,,,,3.0,7.798284377436964e-06
425,bijon,bijon,,noref,,,,,3.0,7.798284377436964e-06
426,bikini,bikini,,noref,,,,,13.0,3.379256563556018e-05
427,bikinis,bikini,,noref,,,,,9.0,2.339485313231089e-05
428,bilateral,bilater,,noref,,,,,6.0,1.5596568754873928e-05
429,bildung,bildung,,noref,,,,,13.0,3.379256563556018e-05
430,binarism,binar,,noref,,,,,4.0,1.0397712503249286e-05
431,binary,binari,,noref,,,,,3.0,7.798284377436964e-06
432,bingen,bingen,,noref,,,,,3.0,7.798284377436964e-06
433,binmore,binmor,,noref,,,,,3.0,7.798284377436964e-06
434,bio,bio,,noref,,,,,7.0,1.819599688068625e-05
435,bioasphalt,bioasphalt,,noref,,,,,5.0,1.2997140629061606e-05
436,biocapacity,biocapac,,noref,,,,,4.0,1.0397712503249286e-05
437,biocentrism,biocentr,,noref,,,,,3.0,7.798284377436964e-06
438,biochemistry,biochemistri,,noref,,,,,10.0,2.5994281258123212e-05
439,biodiversity,biodivers,,noref,,,,,316.0,0.0008214192877566936
440,bioethics,bioethic,,noref,,,,,9.0,2.339485313231089e-05
441,biofuel,biofuel,,noref,,,,,8.0,2.079542500649857e-05
442,biofuels,biofuel,,noref,,,,,5.0,1.2997140629061606e-05
443,biogas,bioga,,noref,,,,,7.0,1.819599688068625e-05
444,biogeochemical,biogeochem,,noref,,,,,8.0,2.079542500649857e-05
445,biogeochemistry,biogeochemistri,,noref,,,,,6.0,1.5596568754873928e-05
446,biogeographical,biogeograph,,noref,,,,,5.0,1.2997140629061606e-05
447,biogeography,biogeographi,,noref,,,,,21.0,5.4587990642058745e-05
448,bioinformatics,bioinformat,,noref,,,,,3.0,7.798284377436964e-06
449,biologist,biologist,,noref,,,,,14.0,3.63919937613725e-05
450,biologists,biologist,,noref,,,,,29.0,7.538341564855731e-05
451,biome,biom,,noref,,,,,6.0,1.5596568754873928e-05
452,biomes,biom,,noref,,,,,8.0,2.079542500649857e-05
453,biomass,biomass,,noref,,,,,55.0,0.00014296854691967767
454,biomedical,biomed,,noref,,,,,5.0,1.2997140629061606e-05
455,biophysical,biophys,,noref,,,,,9.0,2.339485313231089e-05
456,biophysics,biophys,,noref,,,,,3.0,7.798284377436964e-06
457,bioplastic,bioplast,,noref,,,,,4.0,1.0397712503249286e-05
458,bioplastics,bioplast,,noref,,,,,7.0,1.819599688068625e-05
459,bioprospecting,bioprospect,,noref,,,,,4.0,1.0397712503249286e-05
460,bioregional,bioregion,,noref,,,,,4.0,1.0397712503249286e-05
461,biorenewable,biorenew,,noref,,,,,4.0,1.0397712503249286e-05
462,biosafety,biosafeti,,noref,,,,,3.0,7.798284377436964e-06
463,biosphere,biospher,,noref,,,,,34.0,8.838055627761893e-05
464,biota,biota,,noref,,,,,4.0,1.0397712503249286e-05
465,biotechnology,biotechnolog,,noref,,,,,5.0,1.2997140629061606e-05
466,biotic,biotic,,noref,,,,,23.0,5.978684689368339e-05
467,biphenyls,biphenyl,,noref,,,,,4.0,1.0397712503249286e-05
468,biphobia,biphobia,,noref,,,,,6.0,1.5596568754873928e-05
469,birdlife,birdlif,,noref,,,,,3.0,7.798284377436964e-06
470,birney,birney,,noref,,3.0,0.00011149100639215103,,,
471,bisexual,bisexu,,noref,,,,,9.0,2.339485313231089e-05
472,bisexuality,bisexu,,noref,,,,,3.0,7.798284377436964e-06
473,bisexuals,bisexu,,noref,,,,,3.0,7.798284377436964e-06
474,bismarck,bismarck,,noref,,,,,4.0,1.0397712503249286e-05
475,bison,bison,,noref,,,,,8.0,2.079542500649857e-05
476,bjrn,bjrn,,noref,,3.0,0.00011149100639215103,,,
477,blaikie,blaiki,,noref,,,,,3.0,7.798284377436964e-06
478,blair,blair,,noref,,,,,8.0,2.079542500649857e-05
479,blakemore,blakemor,,noref,,,,,3.0,7.798284377436964e-06
480,blanquism,blanquism,,noref,,,,,8.0,2.079542500649857e-05
481,blass,blass,,noref,,6.0,0.00022298201278430206,,,
482,blatant,blatant,,noref,,,,,3.0,7.798284377436964e-06
483,blavatsky,blavatski,,noref,,,,,7.0,1.819599688068625e-05
484,bleue,bleue,,noref,,,,,3.0,7.798284377436964e-06
485,blindsight,blindsight,,noref,,,,,3.0,7.798284377436964e-06
486,blogger,blogger,,noref,,,,,3.0,7.798284377436964e-06
487,bloomington,bloomington,,noref,,,,,4.0,1.0397712503249286e-05
488,bockman,bockman,,noref,,,,,3.0,7.798284377436964e-06
489,bodhi,bodhi,,noref,,,,,6.0,1.5596568754873928e-05
490,boehme,boehm,,noref,,,,,5.0,1.2997140629061606e-05
491,boehmian,boehmian,,noref,,,,,3.0,7.798284377436964e-06
492,boethius,boethiu,,noref,,,,,6.0,1.5596568754873928e-05
493,bof,bof,,noref,,3.0,0.00011149100639215103,,,
494,bogot,bogot,,noref,,,,,5.0,1.2997140629061606e-05
495,bohemian,bohemian,,noref,,,,,4.0,1.0397712503249286e-05
496,bois,boi,,noref,,,,,4.0,1.0397712503249286e-05
497,boiler,boiler,,noref,,3.0,0.00011149100639215103,,,
498,bolivia,bolivia,,noref,,,,,20.0,5.1988562516246424e-05
499,bolivian,bolivian,,noref,,,,,3.0,7.798284377436964e-06
500,bologna,bologna,,noref,,,,,4.0,1.0397712503249286e-05
501,bolsa,bolsa,,noref,,,,,3.0,7.798284377436964e-06
502,bolshevism,bolshev,,noref,,,,,5.0,1.2997140629061606e-05
503,bolshevik,bolshevik,,noref,,,,,17.0,4.4190278138809465e-05
504,bolsheviks,bolshevik,,noref,,3.0,0.00011149100639215103,,18.0,4.678970626462178e-05
505,bookchin,bookchin,,noref,,3.0,0.00011149100639215103,,35.0,9.097998440343124e-05
506,booksellers,booksel,,noref,,,,,3.0,7.798284377436964e-06
507,boreal,boreal,,noref,,,,,7.0,1.819599688068625e-05
508,bosnia,bosnia,,noref,,,,,7.0,1.819599688068625e-05
509,botanical,botan,,noref,,,,,5.0,1.2997140629061606e-05
510,botanist,botanist,,noref,,,,,6.0,1.5596568754873928e-05
511,botkin,botkin,,noref,,,,,5.0,1.2997140629061606e-05
512,botswana,botswana,,noref,,,,,6.0,1.5596568754873928e-05
513,bourgeoisie,bourgeoisi,,noref,,,,,7.0,1.819599688068625e-05
514,bowen,bowen,,noref,,,,,7.0,1.819599688068625e-05
515,boyle,boyl,,noref,,,,,4.0,1.0397712503249286e-05
516,bpd,bpd,,noref,,3.0,0.00011149100639215103,,,
517,brahma,brahma,,noref,,,,,8.0,2.079542500649857e-05
518,brahmacharya,brahmacharya,,noref,,,,,4.0,1.0397712503249286e-05
519,brahman,brahman,,noref,,,,,53.0,0.00013776969066805304
520,brahmanical,brahman,,noref,,,,,6.0,1.5596568754873928e-05
521,brahmans,brahman,,noref,,,,,3.0,7.798284377436964e-06
522,brahmo,brahmo,,noref,,,,,21.0,5.4587990642058745e-05
523,brainstorming,brainstorm,,noref,,,,,3.0,7.798284377436964e-06
524,brandeis,brandei,,noref,,,,,3.0,7.798284377436964e-06
525,branko,branko,,noref,,,,,4.0,1.0397712503249286e-05
526,breakaway,breakaway,,noref,,,,,4.0,1.0397712503249286e-05
527,breakers,breaker,,noref,,,,,6.0,1.5596568754873928e-05
528,bred,bred,,noref,,,,,3.0,7.798284377436964e-06
529,bridgewater,bridgewat,,noref,,3.0,0.00011149100639215103,,,
530,brigham,brigham,,noref,,3.0,0.00011149100639215103,,,
531,brihadaranyaka,brihadaranyaka,,noref,,,,,6.0,1.5596568754873928e-05
532,brinton,brinton,,noref,,15.0,0.0005574550319607552,,,
533,broadest,broadest,,noref,,,,,10.0,2.5994281258123212e-05
534,brocca,brocca,,noref,,,,,3.0,7.798284377436964e-06
535,brochure,brochur,,noref,,,,,3.0,7.798284377436964e-06
536,brower,brower,,noref,,,,,3.0,7.798284377436964e-06
537,bruderhof,bruderhof,,noref,,,,,5.0,1.2997140629061606e-05
538,brundtland,brundtland,,noref,,,,,15.0,3.899142188718482e-05
539,brunner,brunner,,noref,,,,,4.0,1.0397712503249286e-05
540,bryant,bryant,,noref,,,,,4.0,1.0397712503249286e-05
541,bryce,bryce,,noref,,,,,3.0,7.798284377436964e-06
542,bryn,bryn,,noref,,,,,15.0,3.899142188718482e-05
543,bucharest,bucharest,,noref,,,,,4.0,1.0397712503249286e-05
544,buddhahood,buddhahood,,noref,,,,,6.0,1.5596568754873928e-05
545,budhi,budhi,,noref,,,,,4.0,1.0397712503249286e-05
546,buen,buen,,noref,,,,,4.0,1.0397712503249286e-05
547,buenaventura,buenaventura,,noref,,3.0,0.00011149100639215103,,,
548,buenos,bueno,,noref,,,,,3.0,7.798284377436964e-06
549,buildup,buildup,,noref,,3.0,0.00011149100639215103,,,
550,bulgaria,bulgaria,,noref,,,,,13.0,3.379256563556018e-05
551,bulgarian,bulgarian,,noref,,,,,6.0,1.5596568754873928e-05
552,bullard,bullard,,noref,,,,,4.0,1.0397712503249286e-05
553,bund,bund,,noref,,,,,3.0,7.798284377436964e-06
554,burger,burger,,noref,,6.0,0.00022298201278430206,,,
555,burgoon,burgoon,,noref,,4.0,0.0001486546751895347,,,
556,burkett,burkett,,noref,,,,,3.0,7.798284377436964e-06
557,burkina,burkina,,noref,,,,,5.0,1.2997140629061606e-05
558,burnett,burnett,,noref,,,,,5.0,1.2997140629061606e-05
559,burundi,burundi,,noref,,,,,8.0,2.079542500649857e-05
560,busky,buski,,noref,,,,,4.0,1.0397712503249286e-05
561,butterfly,butterfli,,noref,,,,,11.0,2.8593709383935534e-05
562,buzan,buzan,,noref,,,,,3.0,7.798284377436964e-06
563,bycatch,bycatch,,noref,,,,,3.0,7.798284377436964e-06
564,cas,ca,,noref,,,,,3.0,7.798284377436964e-06
565,cabala,cabala,,noref,,,,,3.0,7.798284377436964e-06
566,cabet,cabet,,noref,,,,,3.0,7.798284377436964e-06
567,cachet,cachet,,noref,,,,,3.0,7.798284377436964e-06
568,cactus,cactu,,noref,,,,,4.0,1.0397712503249286e-05
569,cadbury,cadburi,,noref,,,,,5.0,1.2997140629061606e-05
570,caf,caf,,noref,,,,,3.0,7.798284377436964e-06
571,cafs,caf,,noref,,,,,3.0,7.798284377436964e-06
572,calan,calan,,noref,,,,,4.0,1.0397712503249286e-05
573,calcav,calcav,,noref,,,,,3.0,7.798284377436964e-06
574,calculus,calculu,,noref,,,,,7.0,1.819599688068625e-05
575,caliphate,caliph,,noref,,3.0,0.00011149100639215103,,,
576,calligraphy,calligraphi,,noref,,,,,4.0,1.0397712503249286e-05
577,calvinist,calvinist,,noref,,,,,6.0,1.5596568754873928e-05
578,cambodia,cambodia,,noref,,,,,15.0,3.899142188718482e-05
579,cambrian,cambrian,,noref,,,,,4.0,1.0397712503249286e-05
580,camden,camden,,noref,,,,,4.0,1.0397712503249286e-05
581,cameron,cameron,,noref,,,,,3.0,7.798284377436964e-06
582,cameroon,cameroon,,noref,,,,,7.0,1.819599688068625e-05
583,campeche,campech,,noref,,,,,4.0,1.0397712503249286e-05
584,campuses,campus,,noref,,,,,22.0,5.718741876787107e-05
585,canberra,canberra,,noref,,,,,3.0,7.798284377436964e-06
586,canker,canker,,noref,,,,,3.0,7.798284377436964e-06
587,cannabis,cannabi,,noref,,,,,26.0,6.758513127112035e-05
588,cannabinoid,cannabinoid,,noref,,,,,3.0,7.798284377436964e-06
589,canopy,canopi,,noref,,,,,6.0,1.5596568754873928e-05
590,canton,canton,,noref,,,,,5.0,1.2997140629061606e-05
591,cantonal,canton,,noref,,,,,3.0,7.798284377436964e-06
592,capra,capra,,noref,,,,,3.0,7.798284377436964e-06
593,carazo,carazo,,noref,,,,,3.0,7.798284377436964e-06
594,carbide,carbid,,noref,,,,,9.0,2.339485313231089e-05
595,carbohydrates,carbohydr,,noref,,,,,7.0,1.819599688068625e-05
596,carers,carer,,noref,,,,,3.0,7.798284377436964e-06
597,carlo,carlo,,noref,,,,,4.0,1.0397712503249286e-05
598,carlos,carlo,,noref,,,,,11.0,2.8593709383935534e-05
599,carmichael,carmichael,,noref,,,,,3.0,7.798284377436964e-06
600,carnism,carnism,,noref,,,,,4.0,1.0397712503249286e-05
601,carole,carol,,noref,,,,,3.0,7.798284377436964e-06
602,caroline,carolin,,noref,,,,,8.0,2.079542500649857e-05
603,carolyn,carolyn,,noref,,,,,3.0,7.798284377436964e-06
604,carr,carr,,noref,,,,,9.0,2.339485313231089e-05
605,carrara,carrara,,noref,,,,,4.0,1.0397712503249286e-05
606,carson,carson,,noref,,,,,36.0,9.357941252924356e-05
607,cartagena,cartagena,,noref,,,,,5.0,1.2997140629061606e-05
608,cartesian,cartesian,,noref,,,,,4.0,1.0397712503249286e-05
609,cassady,cassadi,,noref,,,,,3.0,7.798284377436964e-06
610,catalan,catalan,,noref,,,,,4.0,1.0397712503249286e-05
611,catalonia,catalonia,,noref,,,,,6.0,1.5596568754873928e-05
612,cataphatic,cataphat,,noref,,,,,3.0,7.798284377436964e-06
613,catchment,catchment,,noref,,,,,5.0,1.2997140629061606e-05
614,catechism,catech,,noref,,,,,6.0,1.5596568754873928e-05
615,categorise,categoris,,noref,,,,,3.0,7.798284377436964e-06
616,categorised,categoris,,noref,,,,,5.0,1.2997140629061606e-05
617,caucasus,caucasu,,noref,,,,,3.0,7.798284377436964e-06
618,causation,causat,,noref,,,,,5.0,1.2997140629061606e-05
619,cavalieri,cavalieri,,noref,,,,,3.0,7.798284377436964e-06
620,cbs,cb,,noref,,,,,3.0,7.798284377436964e-06
621,cba,cba,,noref,,,,,6.0,1.5596568754873928e-05
622,cbd,cbd,,noref,,,,,7.0,1.819599688068625e-05
623,cbnrm,cbnrm,,noref,,,,,12.0,3.1193137509747856e-05
624,ccd,ccd,,noref,,,,,4.0,1.0397712503249286e-05
625,cdm,cdm,,noref,,,,,8.0,2.079542500649857e-05
626,ceasefire,ceasefir,,noref,,,,,34.0,8.838055627761893e-05
627,ceasefires,ceasefir,,noref,,,,,5.0,1.2997140629061606e-05
628,cecil,cecil,,noref,,,,,3.0,7.798284377436964e-06
629,cedarville,cedarvil,,noref,,,,,8.0,2.079542500649857e-05
630,cedaw,cedaw,,noref,,,,,3.0,7.798284377436964e-06
631,celdf,celdf,,noref,,,,,3.0,7.798284377436964e-06
632,celibate,celib,,noref,,,,,6.0,1.5596568754873928e-05
633,celibacy,celibaci,,noref,,,,,3.0,7.798284377436964e-06
634,censored,censor,,noref,,,,,3.0,7.798284377436964e-06
635,centerpiece,centerpiec,,noref,,,,,3.0,7.798284377436964e-06
636,centesimus,centesimu,,noref,,,,,3.0,7.798284377436964e-06
637,centipedes,centiped,,noref,,,,,3.0,7.798284377436964e-06
638,centre,centr,,noref,,,,,73.0,0.00018975825318429945
639,centred,centr,,noref,,,,,12.0,3.1193137509747856e-05
640,centres,centr,,noref,,,,,13.0,3.379256563556018e-05
641,centralised,centralis,,noref,,,,,8.0,2.079542500649857e-05
642,centralist,centralist,,noref,,,,,4.0,1.0397712503249286e-05
643,centric,centric,,noref,,,,,3.0,7.798284377436964e-06
644,centrist,centrist,,noref,,,,,5.0,1.2997140629061606e-05
645,centrum,centrum,,noref,,,,,3.0,7.798284377436964e-06
646,ceo,ceo,,noref,,,,,4.0,1.0397712503249286e-05
647,cessation,cessat,,noref,,,,,9.0,2.339485313231089e-05
648,chad,chad,,noref,,,,,10.0,2.5994281258123212e-05
649,chairperson,chairperson,,noref,,,,,5.0,1.2997140629061606e-05
650,chaitanya,chaitanya,,noref,,,,,3.0,7.798284377436964e-06
651,chalcedon,chalcedon,,noref,,,,,10.0,2.5994281258123212e-05
652,chalice,chalic,,noref,,,,,9.0,2.339485313231089e-05
653,chalmers,chalmer,,noref,,,,,7.0,1.819599688068625e-05
654,chamberlain,chamberlain,,noref,,,,,3.0,7.798284377436964e-06
655,chanakya,chanakya,,noref,,,,,3.0,7.798284377436964e-06
656,chandogya,chandogya,,noref,,,,,4.0,1.0397712503249286e-05
657,chandra,chandra,,noref,,,,,9.0,2.339485313231089e-05
658,characterised,characteris,,noref,,,,,15.0,3.899142188718482e-05
659,charash,charash,,noref,,,,,3.0,7.798284377436964e-06
660,chardin,chardin,,noref,,,,,3.0,7.798284377436964e-06
661,charisma,charisma,,noref,,3.0,0.00011149100639215103,,,
662,charismatic,charismat,,noref,,5.0,0.00018581834398691838,,13.0,3.379256563556018e-05
663,charvaka,charvaka,,noref,,,,,3.0,7.798284377436964e-06
664,chasm,chasm,,noref,,,,,3.0,7.798284377436964e-06
665,chatterjee,chatterje,,noref,,,,,4.0,1.0397712503249286e-05
666,che,che,,noref,,,,,5.0,1.2997140629061606e-05
667,cheater,cheater,,noref,,,,,4.0,1.0397712503249286e-05
668,cheaters,cheater,,noref,,,,,6.0,1.5596568754873928e-05
669,cherags,cherag,,noref,,,,,3.0,7.798284377436964e-06
670,chernobyl,chernobyl,,noref,,,,,4.0,1.0397712503249286e-05
671,chevron,chevron,,noref,,,,,6.0,1.5596568754873928e-05
672,chi,chi,,noref,,,,,9.0,2.339485313231089e-05
673,chiapas,chiapa,,noref,,,,,4.0,1.0397712503249286e-05
674,chicana,chicana,,noref,,,,,7.0,1.819599688068625e-05
675,chicano,chicano,,noref,,,,,6.0,1.5596568754873928e-05
676,chihuahua,chihuahua,,noref,,,,,5.0,1.2997140629061606e-05
677,childcare,childcar,,noref,,,,,4.0,1.0397712503249286e-05
678,chile,chile,,noref,,,,,29.0,7.538341564855731e-05
679,chilean,chilean,,noref,,,,,5.0,1.2997140629061606e-05
680,chimpanzee,chimpanze,,noref,,,,,3.0,7.798284377436964e-06
681,chimpanzees,chimpanze,,noref,,,,,5.0,1.2997140629061606e-05
682,chinmayananda,chinmayananda,,noref,,,,,3.0,7.798284377436964e-06
683,chipko,chipko,,noref,,,,,3.0,7.798284377436964e-06
684,chippewa,chippewa,,noref,,,,,4.0,1.0397712503249286e-05
685,chirac,chirac,,noref,,,,,3.0,7.798284377436964e-06
686,chishti,chishti,,noref,,,,,15.0,3.899142188718482e-05
687,chit,chit,,noref,,,,,3.0,7.798284377436964e-06
688,chlorofluorocarbons,chlorofluorocarbon,,noref,,,,,4.0,1.0397712503249286e-05
689,chn,chn,,noref,,,,,7.0,1.819599688068625e-05
690,chocolato,chocolato,,noref,,,,,9.0,2.339485313231089e-05
691,chomsky,chomski,,noref,,4.0,0.0001486546751895347,,19.0,4.93891343904341e-05
692,chowdhury,chowdhuri,,noref,,,,,3.0,7.798284377436964e-06
693,christi,christi,,noref,,,,,3.0,7.798284377436964e-06
694,christine,christin,,noref,,,,,4.0,1.0397712503249286e-05
695,christocentric,christocentr,,noref,,,,,3.0,7.798284377436964e-06
696,christof,christof,,noref,,,,,3.0,7.798284377436964e-06
697,christological,christolog,,noref,,,,,4.0,1.0397712503249286e-05
698,christology,christolog,,noref,,,,,6.0,1.5596568754873928e-05
699,chromosome,chromosom,,noref,,,,,3.0,7.798284377436964e-06
700,chronemics,chronem,,noref,,9.0,0.0003344730191764531,,,
701,chvez,chvez,,noref,,,,,9.0,2.339485313231089e-05
702,cia,cia,,noref,,,,,28.0,7.2783987522745e-05
703,circa,circa,,noref,,,,,7.0,1.819599688068625e-05
704,circledcirc,circledcirc,,noref,,,,,6.0,1.5596568754873928e-05
705,circumcision,circumcis,,noref,,,,,4.0,1.0397712503249286e-05
706,cit,cit,,noref,,,,,3.0,7.798284377436964e-06
707,citiesprogramme,citiesprogramm,,noref,,,,,3.0,7.798284377436964e-06
708,citta,citta,,noref,,,,,9.0,2.339485313231089e-05
709,clan,clan,,noref,,,,,3.0,7.798284377436964e-06
710,clandestine,clandestin,,noref,,,,,5.0,1.2997140629061606e-05
711,clarinet,clarinet,,noref,,,,,4.0,1.0397712503249286e-05
712,classism,classism,,noref,,,,,5.0,1.2997140629061606e-05
713,classless,classless,,noref,,,,,8.0,2.079542500649857e-05
714,clausus,clausu,,noref,,,,,3.0,7.798284377436964e-06
715,cleanest,cleanest,,noref,,,,,3.0,7.798284377436964e-06
716,cleanliness,cleanli,,noref,,,,,4.0,1.0397712503249286e-05
717,cleanup,cleanup,,noref,,,,,19.0,4.93891343904341e-05
718,clearest,clearest,,noref,,,,,5.0,1.2997140629061606e-05
719,clegg,clegg,,noref,,3.0,0.00011149100639215103,,,
720,clementsian,clementsian,,noref,,,,,4.0,1.0397712503249286e-05
721,cleyre,cleyr,,noref,,,,,3.0,7.798284377436964e-06
722,cloister,cloister,,noref,,,,,3.0,7.798284377436964e-06
723,cms,cm,,noref,,,,,3.0,7.798284377436964e-06
724,cmc,cmc,,noref,,,,,4.0,1.0397712503249286e-05
725,cmej,cmej,,noref,,,,,4.0,1.0397712503249286e-05
726,cnd,cnd,,noref,,,,,6.0,1.5596568754873928e-05
727,cnn,cnn,,noref,,,,,8.0,2.079542500649857e-05
728,cnt,cnt,,noref,,,,,14.0,3.63919937613725e-05
729,coahuila,coahuila,,noref,,,,,5.0,1.2997140629061606e-05
730,coalesced,coalesc,,noref,,,,,4.0,1.0397712503249286e-05
731,cobdenism,cobden,,noref,,,,,4.0,1.0397712503249286e-05
732,codependency,codepend,,noref,,4.0,0.0001486546751895347,,,
733,codependent,codepend,,noref,,5.0,0.00018581834398691838,,,
734,codified,codifi,,noref,,,,,4.0,1.0397712503249286e-05
735,coercive,coerciv,,noref,,22.0,0.0008176007135424409,,8.0,2.079542500649857e-05
736,coevolution,coevolut,,noref,,,,,4.0,1.0397712503249286e-05
737,coffeehouse,coffeehous,,noref,,,,,5.0,1.2997140629061606e-05
738,coffeehouses,coffeehous,,noref,,,,,9.0,2.339485313231089e-05
739,cognate,cognat,,noref,,,,,5.0,1.2997140629061606e-05
740,cognition,cognit,,noref,,,,,61.0,0.00015856511567455159
741,cognitive,cognit,,noref,,10.0,0.00037163668797383676,,190.0,0.0004938913439043411
742,cognitivist,cognitivist,,noref,,,,,3.0,7.798284377436964e-06
743,cognitum,cognitum,,noref,,,,,3.0,7.798284377436964e-06
744,cohabitation,cohabit,,noref,,,,,7.0,1.819599688068625e-05
745,cohabiting,cohabit,,noref,,,,,3.0,7.798284377436964e-06
746,cointelpro,cointelpro,,noref,,,,,3.0,7.798284377436964e-06
747,cola,cola,,noref,,,,,4.0,1.0397712503249286e-05
748,coldspots,coldspot,,noref,,,,,4.0,1.0397712503249286e-05
749,cole,cole,,noref,,,,,8.0,2.079542500649857e-05
750,coleman,coleman,,noref,,,,,3.0,7.798284377436964e-06
751,colima,colima,,noref,,,,,4.0,1.0397712503249286e-05
752,colin,colin,,noref,,,,,6.0,1.5596568754873928e-05
753,collectivism,collectiv,,noref,,,,,5.0,1.2997140629061606e-05
754,collectivisation,collectivis,,noref,,,,,5.0,1.2997140629061606e-05
755,collectivised,collectivis,,noref,,,,,5.0,1.2997140629061606e-05
756,collectivist,collectivist,,noref,,3.0,0.00011149100639215103,,18.0,4.678970626462178e-05
757,collectivists,collectivist,,noref,,,,,3.0,7.798284377436964e-06
758,colombia,colombia,,noref,,,,,32.0,8.318170002599429e-05
759,colombian,colombian,,noref,,,,,4.0,1.0397712503249286e-05
760,colombo,colombo,,noref,,,,,3.0,7.798284377436964e-06
761,colon,colon,,noref,,,,,6.0,1.5596568754873928e-05
762,colonization,colon,,noref,,,,,11.0,2.8593709383935534e-05
763,colonize,colon,,noref,,,,,3.0,7.798284377436964e-06
764,colonisation,colonis,,noref,,,,,4.0,1.0397712503249286e-05
765,colossians,colossian,,noref,,,,,3.0,7.798284377436964e-06
